buyer_address,eth_price,usd_price,seller_address,event_date,token_id,transaction_hash,name
0xcb8da26bb0edec467a57f38caab9c8f483a2e9c2,64,201705.6,0x6611fe71c233e4e7510b2795c242c9a57790b376,1/10/2022,2627,0xf10cf966d7756a922d6142c34c9b3f5e95543fc113492b02a4216da296dcb6b0,CryptoPunk #2627
0x0000000000000000000000000000000000000000,57,179644.05,0xe6d2a9b56701d3180d218717141670ad720e479f,1/10/2022,7758,0xe0225c779e8abebcf81a12ab4a3008520b2a2f84cc39764ff9fbe88be5a51b55,CryptoPunk #7758
0x408630f7f8dd26f5e64b279b199e10dbafd6236b,60,189099,0xfa54dab921c65050ccb7ed5afffdd2178cedeb91,1/10/2022,8653,0x8333fb9126949026fec562ce9ba78403021a723f6313f8dfd05f284d63f0119c,CryptoPunk #8653
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,115,362439.75,0xacb7925087acfe2b5a446fe2d7fa39c6a766f829,1/10/2022,4795,0xef4219eeb0c02a69d7bff7b64231379255183c4b5d42aa6524d3929afc7284c9,CryptoPunk #4795
0x51eac3daa1c34f5c2874aa62097ac9965a180b6d,62,195402.3,0x47d4f20ae83bcd350105f199f900e6e6104dab6a,1/10/2022,7890,0x482a8ab69ea58b70387f7deb77bc585ad8c481151e6aed5745ffec08cf19aaa1,CryptoPunk #7890
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,60,189099,0xf05155f792819710da259c103d30e4b70178ea9f,1/10/2022,7271,0xfd772e7014c4eec47aaf1eb302f4e60a01c572afb4352351f429197c5f4a6e38,CryptoPunk #7271
0xf082e4c979839e0072432df42f2b4d4fdeda8705,79.95,251974.4175,0x6639c089adfba8bb9968da643c6be208a70d6daa,1/10/2022,6349,0x8f6dbeb6be7ef04ca78aac93facfa578968cc6e2e7973940f8dfed1fea9ac7b5,CryptoPunk #6349
0x839ee9ab654058217f71aa65ebdfc891ee0ac98e,89.99,283616.9835,0xcc2a855946a3c20683858fe6ee15acf8b836f0b3,1/10/2022,9842,0x3a0f3804ec3d39ccaa30a6b3f5fb06c5c0e72cf8c2717f81c913da6475d15e83,CryptoPunk #9842
0xf142d7baff0986b50ae24e694419c65e7091f52c,74,233222.1,0x13f6f1134d1e6db48756253f1796916962f67eb6,1/10/2022,4556,0xff35c4c2d45b96ac788c64c76a6583ba431ab863dc447f7a4027de9c3d53cf10,CryptoPunk #4556
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,60,189099,0xd1c44141ef925d5a02e5414f3e1755ff89243ebd,1/10/2022,3836,0x42e57ea8068252c83dc1a8c8cff4824d8362c1cc4942b3991288c5cc8098e6ff,CryptoPunk #3836
0x0000000000000000000000000000000000000000,61,192250.65,0xb0161d9457f9e4ebee1bf700daa0001126158c68,1/10/2022,7877,0x4620d6a1b72c2ff3ae022b4f04c8f6274d4b3ad81a8916fd37a3a2e125a06bb0,CryptoPunk #7877
0x32405d88d9b9053ef2bdb5d1cffe889bdbc4744c,80,246473.6,0x2a48216fa6f5c310fc4f282c59e4023b16b34607,1/9/2022,9208,0x8ef16d55a250dd95629c03c2bbed1c2e897cec0db700a898a651b95df0586627,CryptoPunk #9208
0x0000000000000000000000000000000000000000,102.345,315316.7574,0x70098a8b86d32bfcc9a9d7df29a552b57c71f12c,1/9/2022,6542,0x9a195655bf1e343907686043ab410dc2f8f06966343816d03814cddbc5c4c6a7,CryptoPunk #6542
0x269616d549d7e8eaa82dfb17028d0b212d11232a,0,0,0x5542abc7dc05fa2c8142804bdbcc0da8a0dc98ad,1/9/2022,6069,0x2ad24db0de647fb6154e38ddfeae022ab081a8d65be4a0136e220465db42988e,CryptoPunk #6069
0x5542abc7dc05fa2c8142804bdbcc0da8a0dc98ad,0,0,0x2ba7f9d560bfbeb91e6290c49d05550385b311e3,1/9/2022,2457,0xfe17daf584ecc1fd7053f24913c0cb4497d568a889d568647d1f30521d8791c5,CryptoPunk #2457
0x651fde2f5bbea8317182703ee65d8e28ca314b6a,63,201534.48,0xcddfa13281b357b399a1276d5df4d4e3577134de,1/8/2022,7564,0x923dac4800e4ed4dcb9bfef640ea28fe468da1e0822c6a8687080d22de1bcdce,CryptoPunk #7564
0xd481ee01b8825387d950a812255a240f00dc125f,60.95,194976.612,0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,1/8/2022,4085,0x633ac8a80fea035f2705cad53b9244c78f28d4250628d6534ea0d941b7db5025,CryptoPunk #4085
0x0000000000000000000000000000000000000000,62.5,199935,0x51ec89f1fcfed8c69a1b0865a7550ece0677cf5f,1/8/2022,9469,0x9abcbc417c639166b27c05564b279ef760e06f0d0fb051f5390905f5ca923490,CryptoPunk #9469
0x34978faf3a9f469da7248d1365ddf69ac099588c,79.95,255756.852,0x6639c089adfba8bb9968da643c6be208a70d6daa,1/8/2022,2689,0x1f1c7945c52cf5d6ddb2ed00aeb6ef4e47597dfac2a0dd8ab1e2169df04cd83c,CryptoPunk #2689
0xc6363095bb1f4787efcc0865953100340c249b79,65.5,209531.88,0x9047cbdd3d04b331c48b0c8d094a4e13a0ab8b8b,1/8/2022,6363,0xf81996e415284e2b9f266c1594d073ab0926ae960600e222849e17bb1544f5b8,CryptoPunk #6363
0x0000000000000000000000000000000000000000,60,191937.6,0xbb372224d0d87d7500f4dd57ec392e998695f8d6,1/8/2022,6558,0x11294e6bb2f7c4f147867f0ebce4c5272bb6ef71beaa98ba5c06f73470190743,CryptoPunk #6558
0xb55d9b50ac5748bd9377757a0c6d463c771ca813,61,195136.56,0x231d688aa706ddecb8300f85bee23bf5a9202fef,1/8/2022,1676,0xc820fe0703cfd8e3ce4f4ade28dcdcbef14092c727445f41711417e2757df35d,CryptoPunk #1676
0xfa54dab921c65050ccb7ed5afffdd2178cedeb91,63,201534.48,0xe3e182bc39951f99af86d8cd0c42a4b7c4cd93f7,1/8/2022,8653,0x948e67a2fdfaa2ebfddfe1c7cde004860c56d801f361690a958038881320cf2b,CryptoPunk #8653
0x0000000000000000000000000000000000000000,260,831729.6,0x6639c089adfba8bb9968da643c6be208a70d6daa,1/8/2022,8305,0xc8dbd19b385742844f7aca5fe9b8ab14fc2ae7df83ac1268c3e6081fdcea7a66,CryptoPunk #8305
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,63,201534.48,0xcddfa13281b357b399a1276d5df4d4e3577134de,1/8/2022,1915,0x5ac669796d803fa21bf2b0af8a258033f1b55f1bd78ba2882366b42127d6eed8,CryptoPunk #1915
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,63,201534.48,0xcddfa13281b357b399a1276d5df4d4e3577134de,1/8/2022,1482,0x6817b1e7f5d852a2c332c2cb04f66dd0a6dc8bbf0b72728e55c31bc6997616cb,CryptoPunk #1482
0x0000000000000000000000000000000000000000,58.02,185603.6592,0x75ceb7ba412039af9ef906804530193a52ef1a22,1/8/2022,2354,0x9773099d741d1e19a6614b9a1c86a5b9edc0b2b9d1c0bd505c7cb6c5d9f0c2c4,CryptoPunk #2354
0xb6d67e7aa69aed737883ef83416e5a694e09c7e3,66,224773.56,0x78765246d67f76a4f2f2c71cef5f83ce0fbd6e99,1/7/2022,3311,0xb4a14d9b2b505feddad97d0201c6ae30687302769d1f0a116ba1fe0fd88eb1b4,CryptoPunk #3311
0x0000000000000000000000000000000000000000,68,231584.88,0x6611fe71c233e4e7510b2795c242c9a57790b376,1/7/2022,9517,0xf92d35130fd6977f2569161105b443848f1c47fc7ff7685a32e59497c95d1cb2,CryptoPunk #9517
0xa0d679413c0b46120cdfa3ceaed6d2f6bc23a589,65,221367.9,0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,1/7/2022,6925,0xf51544281ab2a298c6e657eabf09691fca3a698e2897d582322228c343d8fe2f,CryptoPunk #6925
0x0000000000000000000000000000000000000000,65,221367.9,0xc480fb0ebea2591470f571436926785be5ebcd22,1/7/2022,6776,0x5ae5f6d1ee322235da843ac6210249bca014ef9f8befb0d905b834facf87258b,CryptoPunk #6776
0x9fbb12ea7dc6de6503b35da4389db3aecf8e4282,67.67,230461.0122,0x0a64d0ce4adae3fe9979661221b06f37ae6356b4,1/7/2022,4664,0xaa9c3106e627f2643eb6357b7dad04abe6dc7c2248950cc2cffbda674a15870a,CryptoPunk #4664
0x0000000000000000000000000000000000000000,0,0,0xbc7b2461bfaa2fb47bd8f632d0c797c3bfd93b93,1/7/2022,4085,0xbddc2e57a42586dbc28ffe445bddeb78e49fea89caf8007907ba44ca704403c9,CryptoPunk #4085
0xe35c3d08163da9bd4efa00879a78504d69820b5c,65,221367.9,0xe203882039bf2ae11fa04f52e885bde164d17112,1/7/2022,6083,0x652285c34d16fe9d73bb7f776270c0dfbc0e3a34ba7aecf5dc3d6a72ffcfa5a3,CryptoPunk #6083
0x1844cc9d499d934271438a193561671a1d7ef5e1,67,228179.22,0x47d4f20ae83bcd350105f199f900e6e6104dab6a,1/7/2022,1426,0x6eb1a015430ab8674e0b2cf9adae66b30e80e03ce361cdc82a39552284d7c91b,CryptoPunk #1426
0x8c0ff426dfa77a87be3729456d1d27fdc8f2de5f,64,217962.24,0x54b174179ae825ed630da40b625bb3c883cd40ae,1/7/2022,5183,0x3c0b4a854fb42655abe44d1fc28da2111fd976f627872425f74a005e2b4b2f58,CryptoPunk #5183
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,89,303103.74,0x238c94868cd56bf789b9219a8c626c107d040e0b,1/7/2022,7910,0x1d70763856d7da66c4b66cebbba88597fd568e0ad8bf75d00a8e97ade64b98bc,CryptoPunk #7910
0x1e8d692986ca1ccd725e84c3f95a606b849a34da,59.95,204169.317,0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,1/7/2022,5210,0x5a104d3aaca4fbd3a90ab596c15e3473d7b111c08552dc1e41c0cc2c839f37a9,CryptoPunk #5210
0x269616d549d7e8eaa82dfb17028d0b212d11232a,0,0,0xcddfa13281b357b399a1276d5df4d4e3577134de,1/7/2022,8285,0xe830dbe22abf106bc6789e8b437f0e993968e0607159010db3bd2c6244e3bc53,CryptoPunk #8285
0xa52899a1a8195c3eef30e0b08658705250e154ae,60,212340,0x231d688aa706ddecb8300f85bee23bf5a9202fef,1/6/2022,441,0xb6cc4f4776b89b462406ec4a852c506a8d945371b0a7dbbf9898e01e053cbdf3,CryptoPunk #441
0xd75233704795206de38cc58b77a1f660b5c60896,900,3185100,0xcfbae0fd418b61f563cfbceab3faad56e3a993b3,1/6/2022,2681,0xc78346c37b64d5ffb208efd9df0cc8a8dc6cd372214379abe8de740a880556ed,CryptoPunk #2681
0x5542abc7dc05fa2c8142804bdbcc0da8a0dc98ad,0,0,0x432dcbda06e8b296ca29705572d7cb6315ed8bed,1/6/2022,6925,0x7b5a9d99e5e724504d3e4d31d731129a6910c45a08dab4bd45d47c40d925bd48,CryptoPunk #6925
0x0000000000000000000000000000000000000000,84,297276,0x6639c089adfba8bb9968da643c6be208a70d6daa,1/6/2022,769,0x82c8e811de624b5245be1c428a921a0e0a25e3023ebe6bd1f30110ab58d9424b,CryptoPunk #769
0x1bcd9f67f027fa32705f9b38bd120caf7a1d375d,62.4,220833.6,0xc2a59d94b69f7739f77892677ec875f3629a3f94,1/6/2022,2524,0x4c66968470828fc4c263a84401cd858a68cda43cdc02c955912248bc8544a8fa,CryptoPunk #2524
0xa5058b787d43c11dfc6ae61b1543eb7d73b8df1b,81,286659,0xdf1dd8f308bd9116f5eb03157bca7ea311010974,1/6/2022,7472,0xd7d5d80d40e320897030f4ed3c77d352034731e0136a74c43b9d0274cafbe743,CryptoPunk #7472
0xc4d20e264d0eee41849078169f5f7f99a45edaea,62.5,221187.5,0xc70a09dd6944cbb4ebd02db4fc506d407b095a29,1/6/2022,6831,0x459afa9f1fd3cbe909124ded6cde1f3441c94a22503d915b4954b5ec7cda3109,CryptoPunk #6831
0x269616d549d7e8eaa82dfb17028d0b212d11232a,0,0,0xb0fb2ceba0486f616758670dae5fb10b2b92ddf2,1/6/2022,3874,0x72ced44bd171d76550d2cbe322da4284cc13c7a0229f1c14ce33514ecfe941ce,CryptoPunk #3874
0x0000000000000000000000000000000000000000,67,237113,0xe2e58b5bec8f79c7a681c9efbec12b3ece7a76fd,1/6/2022,2689,0x12e9ac7e3199f58b2452e9e13adf79b8aa87c203e76c6aade02d6ec2b2bb97f6,CryptoPunk #2689
0x0000000000000000000000000000000000000000,70,247730,0xead90127d60f78f3e97781938418004be1794eae,1/6/2022,6928,0xaa16a71460182136741825987b1207178e6dc2544c83b3ec763cc539cfa6b40e,CryptoPunk #6928
0x7811c6a535ddff8f86bfdeade882e744bc9fe380,62,234670,0xc09b592a25e4552fa0e6b94e0d2eda7835ccd9d8,1/5/2022,3326,0x2d7021da9fc9f41fb7e698efb7f7b607814be896965d513a415cf52182886095,CryptoPunk #3326
0x269616d549d7e8eaa82dfb17028d0b212d11232a,0,0,0xcc2a855946a3c20683858fe6ee15acf8b836f0b3,1/5/2022,1194,0x798109e8e86d801fd4b382e8d2547f76e0d4174cd0c6670908837730b5bdec69,CryptoPunk #1194
0x0000000000000000000000000000000000000000,71.17,269378.45,0xa6e2e910515e6cf485462eeb6e454df33c60cb0e,1/5/2022,7122,0x4b02db9f823d7503740d403a4d3280c00ec71b71377658c842d35e40b33a4c20,CryptoPunk #7122
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,68,257380,0xe2e58b5bec8f79c7a681c9efbec12b3ece7a76fd,1/5/2022,1580,0x858f1491b69dfe2083c007d2870093fce69c9735d99cc570226ba79320196139,CryptoPunk #1580
0x147b00611d6177da870ea5731d63d1e679aa93af,63,238455,0x69e17c53b4b7fd9d6d81ba620e2e0d0deb2f880f,1/5/2022,4036,0x82cdf5a9363d73e20cdce0ef67db8a8d78649d504d3bc84afaeee51f24e04a67,CryptoPunk #4036
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,62.9,238076.5,0x9b45755f1f2f813048072a78d4ef44dc8582403c,1/5/2022,9247,0xf78fda376ab86c66d83751865d35a50abe6e07031d6b192b2f7d235e912e89fa,CryptoPunk #9247
0x0000000000000000000000000000000000000000,72,272520,0xa8f8f5821230203f55db9df5203039780c779781,1/5/2022,4829,0xa5953bfdee604542f204467b8570915eb5949e5a9bcbb1b208adf113c6713196,CryptoPunk #4829
0xc2a59d94b69f7739f77892677ec875f3629a3f94,64.99,245987.15,0x85b2721be0339a6a8a0b197ec8064ac700a971da,1/5/2022,2524,0x1c6ae8f8fd746dda560c26dae25a1e48c7812aa25a2c1c8db4e88b4f7039fe32,CryptoPunk #2524
0x269616d549d7e8eaa82dfb17028d0b212d11232a,0,0,0xcddfa13281b357b399a1276d5df4d4e3577134de,1/5/2022,8054,0xdd52dbc26cba5f4c56e2bb62ae6a6b2fcc5ed24ef300dce8eb0bf8b2e76fe57d,CryptoPunk #8054
0x24c4bc7cba7b755f0714b3e8e6a7668b4d2e9607,66.45,250251.3645,0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,1/4/2022,7672,0x71dd8cd34c8a08ab1909c0d7c78838e90685194525f08f7357d0b1a819f080cd,CryptoPunk #7672
0xd7047cde339f2cfe539c943ec7ae618ae2510d29,68,256088.68,0xfcc6bc9d3d5fcbfe6ceb548074dc2ac3be41b537,1/4/2022,5126,0x739639a1ecedba521b81c31ff2bc2f9a4fcccd1c18a8ff3e99daa446044a16ec,CryptoPunk #5126
0x269616d549d7e8eaa82dfb17028d0b212d11232a,0,0,0xcddfa13281b357b399a1276d5df4d4e3577134de,1/4/2022,7672,0xd2e15d431a04e8256f73128849d49d2e91ce5ae40cb684ddc73e1ec9f7ea3597,CryptoPunk #7672
0xa66d568cd146c01ac44034a01272c69c2d9e4bab,67.69,254921.2169,0x4cb7917e40546ebd07aa43b2b14a21682dbc81bf,1/4/2022,4186,0xa2b474ad689b0eeaae64f40ff6e0414c7840bddc1a403f7ed95ee83eec1cc874,CryptoPunk #4186
0x6639c089adfba8bb9968da643c6be208a70d6daa,149,570510.57,0x899241b0c41051313ce36271a7e13d54c94877a1,1/3/2022,5841,0x3199c16d76a8cec0a762427703406430a664776f282f969e710c97fe99835c8a,CryptoPunk #5841
0x0000000000000000000000000000000000000000,67,256538.31,0xba3f19276bea1ffd4bbea84d11cbc82a0c45d2fd,1/3/2022,836,0xde2629de14b5b6cbcd67953a50cc0c41c0a18fd53b740664b1efa3826cb3c785,CryptoPunk #836
0x269616d549d7e8eaa82dfb17028d0b212d11232a,0,0,0xcddfa13281b357b399a1276d5df4d4e3577134de,1/3/2022,2907,0x750fe4b4097c24b2e47428c78df36c23ef894b7b0fb287f82058d9966b105337,CryptoPunk #2907
0xd4d1567cb96c2ff50d326c2fd43c5b14ed77a749,89.95,344412.2535,0x6639c089adfba8bb9968da643c6be208a70d6daa,1/3/2022,3245,0x5fba228585fd34875405dc0a7c89d8d8384c23ba982c17239f36480689941147,CryptoPunk #3245
0x0000000000000000000000000000000000000000,76,290998.68,0xe2e58b5bec8f79c7a681c9efbec12b3ece7a76fd,1/3/2022,2028,0xe1d39e671596944aec73624348f3a62ba92583007945c4ae0e07d1beba747fa2,CryptoPunk #2028
0x9f8534b8d266c136d52428ec0647fa0f02ebf377,69.99,267986.8107,0xcc2a855946a3c20683858fe6ee15acf8b836f0b3,1/3/2022,636,0xb81130869fab5ebea439973ce6781128d2a5307bf8af31d77f3a20a628b9a6b3,CryptoPunk #636
0xb2e1515dfe9bde106299c33529c582e5388d195d,79.8,305548.614,0xee2b7fa69219c30da4696ecbac1d384b81c801da,1/3/2022,6219,0xfa522e2e5c722ecb0d98e75152831c9ec7ca3cb26c6b565fd557ace7c2e5e81f,CryptoPunk #6219
0xa66d568cd146c01ac44034a01272c69c2d9e4bab,77.77,297775.8861,0xc480fb0ebea2591470f571436926785be5ebcd22,1/3/2022,2551,0x6c38a3ebb1f62cdfacd0ca62aeed75846949a87ea62a6f8a87a6e8a6fa11230a,CryptoPunk #2551
0xa66d568cd146c01ac44034a01272c69c2d9e4bab,109.9,420799.407,0x455d7eb74860d0937423b9184f9e8461aa354ebb,1/3/2022,7239,0x9258b1cfc7b6b34b10be0c4699c546cf6bbd7d952939475e39e5f1f4b028aba8,CryptoPunk #7239
0xa35fbf50ac06339d1cf7c3b3b714975fac60d5ac,67.95,255898.341,0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,1/2/2022,9384,0x283cd5bb62e8faac9c2e7533ceb32ebaa023210f00645fb8df48b4516a672540,CryptoPunk #9384
0xfa2c1db22f7c2cd695e4bfc7f9940e964ac8f020,95,357768.1,0x7a39608107dc014d4bbd7a5f01d3fba5dff6d042,1/2/2022,1636,0x2e02d99955e82e5c6aff6f156b3b851b856fa4773f1e538186aa716363b00b0a,CryptoPunk #1636
0x51eac3daa1c34f5c2874aa62097ac9965a180b6d,145,546067.1,0xb4460bdf3fe5ba4e25f96135a76bdcb9e45ab010,1/2/2022,445,0xdd895d117544c3263398f07c1cd4064c58f46466e095c70295be7b444bd114a3,CryptoPunk #445
0x269616d549d7e8eaa82dfb17028d0b212d11232a,0,0,0xcddfa13281b357b399a1276d5df4d4e3577134de,1/2/2022,4933,0x44b8f334a944672a277ca6fa2e0c742b6b964f932eacbbe8675adbb2e4ffce4f,CryptoPunk #4933
0xbfd8cba6a1e10e1ab4fa11a0062f4e52e13d260f,71.45,269079.271,0x321c096218de47c09fc2b097afeaf348b4096629,1/2/2022,555,0x7c965f3cf768c63ac70c3a93494d4b10479fd6c3328dae0115005ab8a4bf9e65,CryptoPunk #555
0x269616d549d7e8eaa82dfb17028d0b212d11232a,0,0,0xcddfa13281b357b399a1276d5df4d4e3577134de,1/2/2022,4930,0x816acb3db52b6d577f4b980b2d7836a006119e5ad4d83aed005ae6a58d80feb0,CryptoPunk #4930
0x269616d549d7e8eaa82dfb17028d0b212d11232a,0,0,0xcddfa13281b357b399a1276d5df4d4e3577134de,1/2/2022,8922,0x046ce11f14f36f84fef4c74375a9600e8c5fe1c3b5c00234ff0d75b45702550c,CryptoPunk #8922
0x729715f4f92e29ca175da2021878bf1ae029fc05,66.7,251190.866,0xd2d628156b947751a43c1c2132f6954bb45b30b2,1/2/2022,5198,0xb6d7d5d33e4d17e008d65f93ec85a950e5ac9d7295b6cef321a1063e97de9878,CryptoPunk #5198
0x3c087276127c0bab17c00adedec1145e34788403,75.8,285461.284,0x321c096218de47c09fc2b097afeaf348b4096629,1/2/2022,9453,0x2803b0b2744cc801bdc64d9042d102872af0b7075364f8740919ef88b5b26dd3,CryptoPunk #9453
0x04fd71a7c80dee02cec42ca7c6941d0940cbf55f,219,824749.62,0x413804bb2545355811a45332d6200c2ece6c25ff,1/2/2022,4770,0xee3a243e833cdde3456a3b5bd5b9f95add2438edf73799fa4c52fb7b04a43667,CryptoPunk #4770
0x0000000000000000000000000000000000000000,69.69,256167.1989,0x321c096218de47c09fc2b097afeaf348b4096629,1/1/2022,300,0x4ba16cd1508616d459be5366156bcb647388db644d7ba1a4d4f40dd7f2ff80e8,CryptoPunk #300
0x295051651416d70e25c7ca85d1b152261069a707,77.77,285867.7437,0x321c096218de47c09fc2b097afeaf348b4096629,1/1/2022,962,0x9165cf2c79f64031d053c0d0074acf7f2a2e4f190109a159aa7fdb76c5c8ee00,CryptoPunk #962
0xa397d02928acaaf6553fd7e832413c5a732cf559,69.45,255285.0045,0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,1/1/2022,9345,0xfc6cb01e5a5f73d79a1bb7e06d962ef49a83d48dd50c190ce2279be8a40c6f97,CryptoPunk #9345
0x0000000000000000000000000000000000000000,85,312443.85,0xa25803ab86a327786bb59395fc0164d826b98298,1/1/2022,8599,0xd3cd9c4cbdf4c7c04ac37658f41615563ce26dbae94fd0129ecdf5f56cd62b61,CryptoPunk #8599
